03:02:07.489194 IP 172.16.167.139 > 171.16.167.136: ICMP echo request, id 4908, seq 0, length 8
03:02:10.623986 IP 172.16.167.139.48431 > 171.16.167.136.3476: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.624003 IP 172.16.167.139.48431 > 171.16.167.136.2020: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.624032 IP 172.16.167.139.48431 > 171.16.167.136.3000: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.624051 IP 172.16.167.139.48431 > 171.16.167.136.8022: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.624080 IP 172.16.167.139.48431 > 171.16.167.136.4998: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.624096 IP 172.16.167.139.48431 > 171.16.167.136.7512: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.624125 IP 172.16.167.139.48431 > 171.16.167.136.3052: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.624142 IP 172.16.167.139.48431 > 171.16.167.136.1066: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.624185 IP 172.16.167.139.48431 > 171.16.167.136.1059: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.624203 IP 172.16.167.139.48431 > 171.16.167.136.24444: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.657161 IP 171.16.167.136.microsoft-ds > 172.16.167.139.48431: Flags [R.], seq 1547771637, ack 2039311881, win 64240, length 0
03:02:10.711749 IP 172.16.167.139.48431 > 171.16.167.136.1022: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.711873 IP 172.16.167.139.48430 > 171.16.167.136.1322: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.711912 IP 172.16.167.139.48430 > 171.16.167.136.49158: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.711945 IP 172.16.167.139.48430 > 171.16.167.136.84: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.711978 IP 172.16.167.139.48430 > 171.16.167.136.32776: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.714475 IP 172.16.167.139.48430 > 171.16.167.136.714: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.714568 IP 172.16.167.139.48430 > 171.16.167.136.3371: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.714655 IP 172.16.167.139.48430 > 171.16.167.136.125: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.714689 IP 172.16.167.139.48430 > 171.16.167.136.3351: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.714721 IP 172.16.167.139.48430 > 171.16.167.136.kpasswd: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.714754 IP 172.16.167.139.48430 > 171.16.167.136.1063: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.717197 IP 172.16.167.139.48430 > 171.16.167.136.5100: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.717261 IP 172.16.167.139.48430 > 171.16.167.136.3851: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.717304 IP 172.16.167.139.48430 > 171.16.167.136.7800: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.717344 IP 172.16.167.139.48430 > 171.16.167.136.msnp: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.717367 IP 172.16.167.139.48430 > 171.16.167.136.146: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.717389 IP 172.16.167.139.48430 > 171.16.167.136.10002: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.719856 IP 172.16.167.139.48430 > 171.16.167.136.911: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.719914 IP 172.16.167.139.48430 > 171.16.167.136.1687: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.719965 IP 172.16.167.139.48430 > 171.16.167.136.85: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.720001 IP 172.16.167.139.48430 > 171.16.167.136.5952: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.720036 IP 172.16.167.139.48430 > 171.16.167.136.2007: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.720072 IP 172.16.167.139.48430 > 171.16.167.136.7999: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.720121 IP 172.16.167.139.48430 > 171.16.167.136.2710: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.720157 IP 172.16.167.139.48430 > 171.16.167.136.1002: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.720192 IP 172.16.167.139.48430 > 171.16.167.136.10001: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.720242 IP 172.16.167.139.48430 > 171.16.167.136.4002: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.720278 IP 172.16.167.139.48430 > 171.16.167.136.27356: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.720298 IP 172.16.167.139.48430 > 171.16.167.136.4005: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.720319 IP 172.16.167.139.48430 > 171.16.167.136.3801: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.720338 IP 172.16.167.139.48430 > 171.16.167.136.12345: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.720358 IP 172.16.167.139.48430 > 171.16.167.136.1069: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.720378 IP 172.16.167.139.48430 > 171.16.167.136.8300: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.722666 IP 172.16.167.139.48430 > 171.16.167.136.1935: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.722720 IP 172.16.167.139.48430 > 171.16.167.136.socks: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.722778 IP 172.16.167.139.48430 > 171.16.167.136.cmip-man: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.722811 IP 172.16.167.139.48430 > 171.16.167.136.3766: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.722843 IP 172.16.167.139.48430 > 171.16.167.136.1287: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.722874 IP 172.16.167.139.48430 > 171.16.167.136.44501: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.722920 IP 172.16.167.139.48430 > 171.16.167.136.787: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.722953 IP 172.16.167.139.48430 > 171.16.167.136.497: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.722985 IP 172.16.167.139.48430 > 171.16.167.136.1721: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.723029 IP 172.16.167.139.48430 > 171.16.167.136.x11-4: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.723061 IP 172.16.167.139.48430 > 171.16.167.136.19283: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.723093 IP 172.16.167.139.48430 > 171.16.167.136.11110: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.723125 IP 172.16.167.139.48430 > 171.16.167.136.5001: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.723156 IP 172.16.167.139.48430 > 171.16.167.136.1083: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.723175 IP 172.16.167.139.48430 > 171.16.167.136.afs3-prserver: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.723193 IP 172.16.167.139.48430 > 171.16.167.136.11111: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.723213 IP 172.16.167.139.48430 > 171.16.167.136.5987: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.723230 IP 172.16.167.139.48430 > 171.16.167.136.cvspserver: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.723248 IP 172.16.167.139.48430 > 171.16.167.136.omniorb: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.725664 IP 172.16.167.139.48430 > 171.16.167.136.1783: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.725716 IP 172.16.167.139.48430 > 171.16.167.136.9618: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.725763 IP 172.16.167.139.48430 > 171.16.167.136.6123: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.725803 IP 172.16.167.139.48430 > 171.16.167.136.1862: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.725831 IP 172.16.167.139.48430 > 171.16.167.136.5811: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.725859 IP 172.16.167.139.48430 > 171.16.167.136.2179: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.725898 IP 172.16.167.139.48430 > 171.16.167.136.5500: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.725926 IP 172.16.167.139.48430 > 171.16.167.136.2035: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.725954 IP 172.16.167.139.48430 > 171.16.167.136.2002: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.725982 IP 172.16.167.139.48430 > 171.16.167.136.5800: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.726023 IP 172.16.167.139.48430 > 171.16.167.136.tacacs: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.726052 IP 172.16.167.139.48430 > 171.16.167.136.1309: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.726081 IP 172.16.167.139.48430 > 171.16.167.136.19780: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.726120 IP 172.16.167.139.48430 > 171.16.167.136.x11-2: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.726149 IP 172.16.167.139.48430 > 171.16.167.136.687: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.726177 IP 172.16.167.139.48430 > 171.16.167.136.100: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.726206 IP 172.16.167.139.48430 > 171.16.167.136.2200: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.726223 IP 172.16.167.139.48430 > 171.16.167.136.9415: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.726238 IP 172.16.167.139.48430 > 171.16.167.136.1658: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.726263 IP 172.16.167.139.48430 > 171.16.167.136.6881: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.726279 IP 172.16.167.139.48430 > 171.16.167.136.19350: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.726294 IP 172.16.167.139.48430 > 171.16.167.136.61900: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.726309 IP 172.16.167.139.48430 > 171.16.167.136.1110: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.812450 IP 172.16.167.139.48431 > 171.16.167.136.32776: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.812568 IP 172.16.167.139.48431 > 171.16.167.136.84: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.812607 IP 172.16.167.139.48431 > 171.16.167.136.49158: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.812640 IP 172.16.167.139.48431 > 171.16.167.136.1322: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.812775 IP 172.16.167.139.48430 > 171.16.167.136.1028: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.814941 IP 172.16.167.139.48431 > 171.16.167.136.1063: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.815040 IP 172.16.167.139.48431 > 171.16.167.136.kpasswd: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.815107 IP 172.16.167.139.48431 > 171.16.167.136.3351: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.815144 IP 172.16.167.139.48431 > 171.16.167.136.125: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.815177 IP 172.16.167.139.48431 > 171.16.167.136.3371: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.815298 IP 172.16.167.139.48431 > 171.16.167.136.714: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.817713 IP 172.16.167.139.48431 > 171.16.167.136.10002: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.817785 IP 172.16.167.139.48431 > 171.16.167.136.146: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.817812 IP 172.16.167.139.48431 > 171.16.167.136.msnp: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.817854 IP 172.16.167.139.48431 > 171.16.167.136.7800: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.817877 IP 172.16.167.139.48431 > 171.16.167.136.3851: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.817899 IP 172.16.167.139.48431 > 171.16.167.136.5100: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820380 IP 172.16.167.139.48431 > 171.16.167.136.8300: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820445 IP 172.16.167.139.48431 > 171.16.167.136.1069: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820468 IP 172.16.167.139.48431 > 171.16.167.136.12345: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820505 IP 172.16.167.139.48431 > 171.16.167.136.3801: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820527 IP 172.16.167.139.48431 > 171.16.167.136.4005: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820547 IP 172.16.167.139.48431 > 171.16.167.136.27356: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820583 IP 172.16.167.139.48431 > 171.16.167.136.4002: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820604 IP 172.16.167.139.48431 > 171.16.167.136.10001: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820641 IP 172.16.167.139.48431 > 171.16.167.136.1002: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820662 IP 172.16.167.139.48431 > 171.16.167.136.2710: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820697 IP 172.16.167.139.48431 > 171.16.167.136.7999: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820719 IP 172.16.167.139.48431 > 171.16.167.136.2007: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820756 IP 172.16.167.139.48431 > 171.16.167.136.5952: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820777 IP 172.16.167.139.48431 > 171.16.167.136.85: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820814 IP 172.16.167.139.48431 > 171.16.167.136.1687: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.820834 IP 172.16.167.139.48431 > 171.16.167.136.911: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823237 IP 172.16.167.139.48431 > 171.16.167.136.omniorb: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823291 IP 172.16.167.139.48431 > 171.16.167.136.cvspserver: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823313 IP 172.16.167.139.48431 > 171.16.167.136.5987: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823346 IP 172.16.167.139.48431 > 171.16.167.136.11111: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823366 IP 172.16.167.139.48431 > 171.16.167.136.afs3-prserver: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823418 IP 172.16.167.139.48431 > 171.16.167.136.1083: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823442 IP 172.16.167.139.48431 > 171.16.167.136.5001: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823476 IP 172.16.167.139.48431 > 171.16.167.136.11110: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823495 IP 172.16.167.139.48431 > 171.16.167.136.19283: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823527 IP 172.16.167.139.48431 > 171.16.167.136.x11-4: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823546 IP 172.16.167.139.48431 > 171.16.167.136.1721: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823579 IP 172.16.167.139.48431 > 171.16.167.136.497: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823597 IP 172.16.167.139.48431 > 171.16.167.136.787: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823643 IP 172.16.167.139.48431 > 171.16.167.136.44501: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823663 IP 172.16.167.139.48431 > 171.16.167.136.1287: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823697 IP 172.16.167.139.48431 > 171.16.167.136.3766: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823715 IP 172.16.167.139.48431 > 171.16.167.136.cmip-man: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823748 IP 172.16.167.139.48431 > 171.16.167.136.socks: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.823767 IP 172.16.167.139.48431 > 171.16.167.136.1935: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.826214 IP 172.16.167.139.48431 > 171.16.167.136.6881: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.826263 IP 172.16.167.139.48431 > 171.16.167.136.1658: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.826296 IP 172.16.167.139.48431 > 171.16.167.136.9415: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
