17:54:11.734536 ARP, Request who-has 192.168.10.133 (Broadcast) tell 192.168.10.134, length 46
17:54:11.734781 ARP, Reply 192.168.10.133 is-at 00:0c:29:c5:fb:e2 (oui Unknown), length 46
17:54:11.936132 IP 192.168.10.134.56282 > 192.168.10.2.domain: 60827+ PTR? 133.10.168.192.in-addr.arpa. (45)
17:54:11.937951 IP 192.168.10.2.domain > 192.168.10.134.56282: 60827 NXDomain 0/1/0 (95)
17:54:11.939360 IP 192.168.10.134.61339 > 192.168.10.133.1723: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.325799 IP 192.168.10.133.nut > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325817 IP 192.168.10.133.32777 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325819 IP 192.168.10.133.27715 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325828 IP 192.168.10.133.4900 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325831 IP 192.168.10.133.2001 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325840 IP 192.168.10.133.1095 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325852 IP 192.168.10.133.3011 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325854 IP 192.168.10.133.2144 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325864 IP 192.168.10.133.1583 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325866 IP 192.168.10.133.55555 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325875 IP 192.168.10.133.9594 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325887 IP 192.168.10.133.33899 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325889 IP 192.168.10.133.1061 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325900 IP 192.168.10.133.1108 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325902 IP 192.168.10.133.646 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325911 IP 192.168.10.133.3527 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325923 IP 192.168.10.133.9290 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325927 IP 192.168.10.133.3005 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325937 IP 192.168.10.133.683 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325939 IP 192.168.10.133.5802 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325948 IP 192.168.10.133.1322 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325950 IP 192.168.10.133.6389 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325966 IP 192.168.10.133.1244 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.325969 IP 192.168.10.133.2382 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326011 IP 192.168.10.133.1174 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326013 IP 192.168.10.133.2725 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326054 IP 192.168.10.133.1132 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326057 IP 192.168.10.133.1947 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326088 IP 192.168.10.133.14442 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326091 IP 192.168.10.133.16018 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326145 IP 192.168.10.133.34572 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326150 IP 192.168.10.133.3367 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326194 IP 192.168.10.133.1443 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326197 IP 192.168.10.133.366 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326231 IP 192.168.10.133.1075 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326256 IP 192.168.10.133.1192 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326283 IP 192.168.10.133.12265 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326286 IP 192.168.10.133.13456 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326321 IP 192.168.10.133.40193 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326347 IP 192.168.10.133.32773 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326375 IP 192.168.10.133.9002 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326378 IP 192.168.10.133.27355 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326412 IP 192.168.10.133.1169 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326436 IP 192.168.10.133.lotusnote > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326462 IP 192.168.10.133.1085 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326489 IP 192.168.10.133.wipld > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.326515 IP 192.168.10.133.6156 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.327903 IP 192.168.10.133.1162 > 204.79.197.200.http: Flags [.], ack 346, win 63895, length 0
17:54:17.328227 IP 192.168.10.134.61339 > 192.168.10.133.10012: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328258 IP 192.168.10.134.61339 > 192.168.10.133.5862: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328261 IP 192.168.10.134.61339 > 192.168.10.133.1081: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328279 IP 192.168.10.134.61339 > 192.168.10.133.2006: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328291 IP 192.168.10.134.61339 > 192.168.10.133.1461: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328293 IP 192.168.10.134.61339 > 192.168.10.133.8800: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328312 IP 192.168.10.134.61339 > 192.168.10.133.16016: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328314 IP 192.168.10.134.61339 > 192.168.10.133.8093: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328331 IP 192.168.10.134.61339 > 192.168.10.133.radmin-port: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328333 IP 192.168.10.134.61339 > 192.168.10.133.iprop: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328351 IP 192.168.10.134.61339 > 192.168.10.133.1309: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328354 IP 192.168.10.134.61339 > 192.168.10.133.1088: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328372 IP 192.168.10.134.61339 > 192.168.10.133.1070: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328374 IP 192.168.10.134.61339 > 192.168.10.133.16080: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328391 IP 192.168.10.134.61339 > 192.168.10.133.2200: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328403 IP 192.168.10.134.61339 > 192.168.10.133.49158: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328406 IP 192.168.10.134.61339 > 192.168.10.133.25734: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328425 IP 192.168.10.134.61339 > 192.168.10.133.85: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328427 IP 192.168.10.134.61339 > 192.168.10.133.1069: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328444 IP 192.168.10.134.61339 > 192.168.10.133.10628: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328457 IP 192.168.10.134.61339 > 192.168.10.133.52822: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328459 IP 192.168.10.134.61339 > 192.168.10.133.x11-2: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328476 IP 192.168.10.134.61339 > 192.168.10.133.ftps: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328478 IP 192.168.10.134.61339 > 192.168.10.133.1002: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328496 IP 192.168.10.134.61339 > 192.168.10.133.32779: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328498 IP 192.168.10.134.61339 > 192.168.10.133.32772: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328517 IP 192.168.10.134.61339 > 192.168.10.133.x11-7: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328529 IP 192.168.10.134.61339 > 192.168.10.133.omirr: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328531 IP 192.168.10.134.61339 > 192.168.10.133.8099: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328541 IP 192.168.10.134.61339 > 192.168.10.133.6689: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328544 IP 192.168.10.134.61339 > 192.168.10.133.8400: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328561 IP 192.168.10.134.61339 > 192.168.10.133.1007: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328564 IP 192.168.10.134.61339 > 192.168.10.133.2196: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328583 IP 192.168.10.134.61339 > 192.168.10.133.1166: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328595 IP 192.168.10.134.61339 > 192.168.10.133.1009: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328597 IP 192.168.10.134.61339 > 192.168.10.133.9503: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328615 IP 192.168.10.134.61339 > 192.168.10.133.bacula-sd: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328617 IP 192.168.10.134.61339 > 192.168.10.133.1556: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328635 IP 192.168.10.134.61339 > 192.168.10.133.urd: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328637 IP 192.168.10.134.61339 > 192.168.10.133.17877: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328647 IP 192.168.10.134.61339 > 192.168.10.133.1026: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328649 IP 192.168.10.134.61339 > 192.168.10.133.klogin: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328660 IP 192.168.10.134.61339 > 192.168.10.133.1328: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328662 IP 192.168.10.134.61339 > 192.168.10.133.5678: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328672 IP 192.168.10.134.61339 > 192.168.10.133.32781: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328675 IP 192.168.10.134.61339 > 192.168.10.133.2800: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328684 IP 192.168.10.134.61339 > 192.168.10.133.11110: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328686 IP 192.168.10.134.61339 > 192.168.10.133.9010: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328698 IP 192.168.10.134.61339 > 192.168.10.133.32783: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328700 IP 192.168.10.134.61339 > 192.168.10.133.9090: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.328720 IP 192.168.10.133.10012 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328722 IP 192.168.10.133.5862 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328733 IP 192.168.10.133.1081 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328735 IP 192.168.10.133.2006 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328744 IP 192.168.10.133.1461 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328746 IP 192.168.10.133.8800 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328764 IP 192.168.10.133.16016 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328766 IP 192.168.10.133.8093 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328775 IP 192.168.10.133.radmin-port > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328777 IP 192.168.10.133.iprop > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328787 IP 192.168.10.133.1309 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328789 IP 192.168.10.133.1088 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328798 IP 192.168.10.133.1070 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328810 IP 192.168.10.133.16080 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328812 IP 192.168.10.133.2200 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328821 IP 192.168.10.133.49158 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328825 IP 192.168.10.133.25734 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328854 IP 192.168.10.133.85 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.328857 IP 192.168.10.133.1069 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330553 IP 192.168.10.133.10628 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330557 IP 192.168.10.133.52822 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330576 IP 192.168.10.133.x11-2 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330578 IP 192.168.10.133.ftps > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330588 IP 192.168.10.133.1002 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330590 IP 192.168.10.133.32779 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330599 IP 192.168.10.133.32772 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330601 IP 192.168.10.133.x11-7 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330611 IP 192.168.10.133.omirr > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330613 IP 192.168.10.133.8099 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330622 IP 192.168.10.133.6689 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330624 IP 192.168.10.133.8400 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330633 IP 192.168.10.133.1007 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330635 IP 192.168.10.133.2196 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330645 IP 192.168.10.133.1166 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330647 IP 192.168.10.133.1009 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330657 IP 192.168.10.133.9503 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330659 IP 192.168.10.133.bacula-sd > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330669 IP 192.168.10.133.1556 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330671 IP 192.168.10.133.urd > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330680 IP 192.168.10.133.17877 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330682 IP 192.168.10.133.1026 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330692 IP 192.168.10.133.klogin > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330694 IP 192.168.10.133.1328 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330703 IP 192.168.10.133.5678 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330705 IP 192.168.10.133.32781 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330714 IP 192.168.10.133.2800 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330717 IP 192.168.10.133.11110 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330726 IP 192.168.10.133.9010 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330728 IP 192.168.10.133.32783 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330737 IP 192.168.10.133.9090 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:17.330853 IP 192.168.10.134.61339 > 192.168.10.133.4848: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.330884 IP 192.168.10.134.61339 > 192.168.10.133.1034: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.330887 IP 192.168.10.134.61339 > 192.168.10.133.2020: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.330905 IP 192.168.10.134.61339 > 192.168.10.133.616: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.330907 IP 192.168.10.134.61339 > 192.168.10.133.6881: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.330924 IP 192.168.10.134.61339 > 192.168.10.133.ircd: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.330926 IP 192.168.10.134.61339 > 192.168.10.133.1066: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.330943 IP 192.168.10.134.61339 > 192.168.10.133.90: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.330946 IP 192.168.10.134.61339 > 192.168.10.133.787: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.330962 IP 192.168.10.134.61339 > 192.168.10.133.3766: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.330974 IP 192.168.10.134.61339 > 192.168.10.133.10180: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.330976 IP 192.168.10.134.61339 > 192.168.10.133.1056: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.330994 IP 192.168.10.134.61339 > 192.168.10.133.5987: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:17.330996 IP 192.168.10.134.61339 > 192.168.10.133.1065: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
